chip,threshold,dac,hits_per_s,count0,count1,dt_s,mu_est,sigma_est,r2_est
2,2,226,1.0988147336246161,11767727,11767738,10.010786771774292,250,3,0.9443710495605774
2,2,225,1.3985593615242324,11767744,11767758,10.010300874710083,250,3,0.9454626534054619
2,2,224,0.6993403934010757,11767770,11767777,10.009431838989258,250,3,0.9464449269153676
2,2,223,0.8991195098222151,11767784,11767793,10.009792804718018,250,3,0.9473381274846526
2,2,222,0.6992958364569483,11767799,11767806,10.010069608688354,250,3,0.9481515830920016
2,2,221,0.9990732683044278,11767815,11767825,10.009275913238525,250,3,0.948899021585263
2,2,220,0.49952139219788894,11767830,11767835,10.009581327438354,250,3,0.949582517316069
2,2,219,0.6993569350501518,11767844,11767851,10.00919508934021,250,3,0.950214816435071
2,2,218,0.19978437807019991,11767856,11767858,10.01079273223877,250,3,0.9507956458835951
2,2,217,0.3995877418433955,11767864,11767868,10.010317087173462,250,3,0.9513365131813567
2,2,216,0.5993952177616197,11767872,11767878,10.010089874267578,250,3,0.9518420318483021
2,2,215,0.5993913203595144,11767880,11767886,10.010154962539673,250,3,0.9523140519722427
2,2,214,0.6993024488483687,11767891,11767898,10.009974956512451,250,3,0.9527570463127703
2,2,213,0.39960002879121986,11767903,11767907,10.010009288787842,250,3,0.953169212865381
2,2,212,0.6993076289199315,11767914,11767921,10.00990080833435,250,3,0.9535603589309313
2,2,211,0.3996034551856104,11767925,11767929,10.009923458099365,250,3,0.9539251128445104
2,2,210,0.3995892741016133,11767937,11767941,10.010278701782227,250,3,0.9542692835458583
2,2,209,0.29968272658648315,11767949,11767952,10.010586977005005,250,3,0.954593179758281
2,2,208,0.39961647602019984,11767954,11767958,10.009597301483154,250,3,0.9549012889288094
