run_timestamp,position_mm,delta_mm,sensor,chip,threshold,threshold_reg,counter_index,vth_bl,dac,integration_requested_s,measured_time_s,count_initial,count_final,hits,hits_per_s,status,analysis_mode,note
2026-05-21T11:15:13,87.3,40.0,sensor2_serial,1,2,6,2,120,253,20.000,20.752,962792,2833288,1870496,93524.800000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:15:36,87.3,40.0,sensor1_raspberry,5,TH0,4,0,107,252,20.000,20.757,10457731,10830888,373157,18657.850000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH2
2026-05-21T11:15:36,87.3,40.0,sensor2_serial,1,2,6,2,120,252,20.000,20.757,3005499,4808576,1803077,90153.850000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:15:58,87.3,40.0,sensor1_raspberry,5,TH0,4,0,107,251,20.000,20.760,10848713,10922808,74095,3704.750000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH2
2026-05-21T11:15:58,87.3,40.0,sensor2_serial,1,2,6,2,120,251,20.000,20.760,4980145,6828741,1848596,92429.800000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:16:21,87.3,40.0,sensor1_raspberry,5,TH0,4,0,107,250,20.000,20.753,10927092,10949243,22151,1107.550000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH2
2026-05-21T11:16:21,87.3,40.0,sensor2_serial,1,2,6,2,120,250,20.000,20.753,7014376,9032291,2017915,100895.750000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:16:44,87.3,40.0,sensor1_raspberry,5,TH0,4,0,107,249,20.000,20.743,10950216,10951679,1463,73.150000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH2
2026-05-21T11:16:44,87.3,40.0,sensor2_serial,1,2,6,2,120,249,20.000,20.743,9230558,11585807,2355249,117762.450000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:17:07,87.3,40.0,sensor1_raspberry,5,TH0,4,0,107,248,20.000,20.738,10951775,10952089,314,15.700000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH2
2026-05-21T11:17:07,87.3,40.0,sensor2_serial,1,2,6,2,120,248,20.000,20.738,11825688,14478489,2652801,132640.050000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:17:30,87.3,40.0,sensor1_raspberry,5,TH0,4,0,107,247,20.000,20.738,10952105,10952171,66,3.300000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH2
2026-05-21T11:17:30,87.3,40.0,sensor2_serial,1,2,6,2,120,247,20.000,20.738,14741177,960509,2996548,149827.400000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:17:53,87.3,40.0,sensor1_raspberry,5,TH0,4,0,107,246,20.000,20.749,10952181,10952197,16,0.800000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH2
2026-05-21T11:17:53,87.3,40.0,sensor2_serial,1,2,6,2,120,246,20.000,20.749,1246044,4010058,2764014,138200.700000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:18:15,87.3,40.0,sensor1_raspberry,5,TH0,4,0,107,245,20.000,20.799,10952199,10952200,1,0.050000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH2
2026-05-21T11:18:15,87.3,40.0,sensor2_serial,1,2,6,2,120,245,20.000,20.799,4280273,6716432,2436159,121807.950000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:18:48,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,255,20.000,20.794,11393984,1510820,6894052,344702.600000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH0
2026-05-21T11:18:48,88.3,39.0,sensor2_serial,1,0,4,0,120,255,20.000,20.794,2753083,5972471,3219388,160969.400000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:19:11,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,254,20.000,20.739,2068901,6867312,4798411,239920.550000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH0
2026-05-21T11:19:11,88.3,39.0,sensor2_serial,1,0,4,0,120,254,20.000,20.739,6300082,9641186,3341104,167055.200000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:19:34,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,253,20.000,20.761,7127650,8251079,1123429,56171.450000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH0
2026-05-21T11:19:34,88.3,39.0,sensor2_serial,1,0,4,0,120,253,20.000,20.761,9975896,13334141,3358245,167912.250000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:19:57,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,252,20.000,20.756,8324188,8736429,412241,20612.050000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH0
2026-05-21T11:19:57,88.3,39.0,sensor2_serial,1,0,4,0,120,252,20.000,20.756,13651524,16420611,2769087,138454.350000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:20:20,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,251,20.000,20.803,8759768,8845056,85288,4264.400000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH0
2026-05-21T11:20:20,88.3,39.0,sensor2_serial,1,0,4,0,120,251,20.000,20.803,16693118,2057875,2141973,107098.650000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
